market,code,name,signal,entry_price,close,high,n_high,n_high_ratio,atr,low,n_low,last_close
US,ARE,ARE,청산,,51.57,52.81,54.71,0.9653,2.133,51.54,51.98,
US,ALGN,ALGN,청산,,157.58,159.97,162.8,0.9826,5.685,157.21,157.27,
US,ALLE,ALLE,청산,,157.48,160.9,166.02,0.9692,3.662,156.37,157.4,
US,LNT,LNT,청산,,68.03,68.73,70.51,0.9748,1.14,67.73,67.9,
US,ALL,ALL,관심,,260.58,261.24,262.19,0.9964,5.269,256.93,256.23,
US,GOOGL,GOOGL,관심,,346.59,349.14,351.6,0.993,6.082,340.27,338.52,
US,GOOG,GOOG,관심,,342.88,345.43,348.08,0.9924,5.8065,337.28,335.4,
US,MO,MO,관심,,68.65,68.75,69.29,0.9922,1.504,67.7,67.41,
US,AEE,AEE,청산,,106.12,107.42,109.67,0.9795,1.692,105.84,106.0,
US,AIG,AIG,관심,,76.93,77.45,77.8,0.9955,1.265,76.46,75.51,
US,AMP,AMP,관심,,559.32,561.21,563.51,0.9959,11.157,554.95,550.0,
US,AME,AME,청산,,236.25,244.45,247.4,0.9881,5.472,236.03,241.36,
US,AMGN,AMGN,청산,,432.42,437.89,447.03,0.9796,9.635,430.72,431.01,
US,ADI,ADI,청산,,361.78,374.14,378.64,0.9881,11.65,359.54,367.29,
US,AON,AON,관심,,355.4,358.71,361.73,0.9917,7.476,349.76,348.03,
US,APO,APO,관심,,135.04,136.66,135.63,1.0076,3.5329,133.24,130.79,
US,AMAT,AMAT,청산,,461.67,477.97,503.5,0.9493,20.7848,460.51,471.0,
US,APP,APP,진입,,317.76,335.45,316.8,1.0589,12.377,315.92,299.865,
US,APTV,APTV,청산,,45.75,46.09,49.28,0.9353,1.436,44.88,45.29,
US,ACGL,ACGL,청산,,98.84,99.83,101.58,0.9828,1.798,98.08,98.42,
US,ARES,ARES,관심,,142.53,144.09,145.53,0.9901,3.8385,141.835,137.12,
US,AIZ,AIZ,관심,,285.65,288.22,289.25,0.9964,5.212,284.68,282.82,
US,T,T,관심,,26.01,26.03,26.02,1.0004,0.469,25.51,25.28,
US,ATO,ATO,청산,,166.65,168.35,171.0884,0.984,2.6769,166.38,166.41,
US,AVY,AVY,청산,,177.75,181.24,185.77,0.9756,4.744,176.6,178.26,
US,BALL,BALL,관심,,63.77,64.34,64.92,0.9911,1.162,63.31,63.07,
US,BAC,BAC,관심,,62.32,62.56,62.76,0.9968,1.134,61.36,61.1,
US,BAX,BAX,청산,,26.13,26.31,26.7497,0.9836,0.6648,25.79,25.81,
US,BRK-B,BRK-B,관심,,505.0,506.58,506.7,0.9998,5.555,502.94,499.22,
US,TECH,TECH,관심,,72.35,72.48,72.5,0.9997,0.2068,72.32,72.28,
US,BIIB,BIIB,청산,,218.5,222.0,222.85,0.9962,5.206,216.78,217.53,
US,BLK,BLK,청산,,1164.48,1183.39,1187.17,0.9968,21.024,1158.3199,1161.9,
US,BX,BX,관심,,142.39,145.77,145.62,1.001,3.54,142.31,141.45,
US,BNY,BNY,관심,,162.5,163.46,164.13,0.9959,3.073,161.69,161.05,
US,BA,BA,청산,,209.82,210.61,216.46,0.973,4.235,207.55,209.11,
US,BSX,BSX,청산,,46.84,47.22,50.9,0.9277,1.789,46.5,46.61,
US,BMY,BMY,청산,,66.58,66.84,68.05,0.9822,1.57,66.19,66.2,
US,AVGO,AVGO,관심,,368.79,376.59,375.13,1.0039,11.603,365.35,350.06,
US,BLDR,BLDR,청산,,67.72,69.41,72.72,0.9545,2.964,66.17,66.61,
US,BXP,BXP,청산,,69.32,70.72,72.25,0.9788,1.72,69.29,69.51,
US,CHRW,CHRW,관심,,150.39,152.94,153.25,0.998,4.219,149.63,142.46,
US,CDNS,CDNS,관심,,340.39,347.43,347.72,0.9992,10.352,338.1,317.18,
US,CCL,CCL,청산,,24.76,25.48,26.46,0.963,0.791,24.69,24.91,
US,CARR,CARR,청산,,58.79,59.15,61.24,0.9659,1.4348,57.6,57.995,
US,CVNA,CVNA,관심,,74.04,76.23,76.8,0.9926,3.9064,73.78,72.2,
US,CASY,CASY,청산,,755.47,762.96,860.0,0.8872,28.639,740.0,762.04,
US,CAT,CAT,청산,,800.25,821.23,834.45,0.9842,27.321,799.17,804.75,
US,CBOE,CBOE,관심,,310.45,316.82,317.74,0.9971,10.396,307.41,302.5,
US,CDW,CDW,관심,,147.69,154.15,149.8,1.029,6.9222,147.02,130.56,
US,COR,COR,청산,,322.03,323.74,331.0,0.9781,6.684,320.39,320.47,
US,CNC,CNC,청산,,64.75,65.74,67.68,0.9713,1.731,64.28,64.6,
US,CRL,CRL,청산,,291.5,294.89,303.31,0.9722,10.052,289.6,290.01,
US,CMG,CMG,관심,,38.03,38.26,38.24,1.0005,1.238,37.53,36.5,
US,CHD,CHD,관심,,101.26,102.69,103.23,0.9948,2.29,101.08,101.01,
US,CIEN,CIEN,청산,,378.44,400.5,418.72,0.9565,25.939,376.64,378.94,
US,CINF,CINF,관심,,171.97,173.99,173.18,1.0047,2.728,171.26,169.39,
US,CTAS,CTAS,관심,,204.18,205.81,207.51,0.9918,3.316,204.0,202.79,
US,CSCO,CSCO,청산,,109.93,112.5,112.95,0.996,2.218,109.71,110.61,
US,C,C,관심,,132.9,133.63,133.96,0.9975,2.549,132.32,131.5,
US,CFG,CFG,관심,,69.71,71.0,70.931,1.001,1.3983,69.67,69.325,
US,CLX,CLX,청산,,102.53,104.85,109.42,0.9582,2.689,102.25,102.37,
US,CMS,CMS,청산,,68.21,68.93,70.09,0.9834,1.078,67.94,68.22,
US,CTSH,CTSH,관심,,64.04,65.38,64.24,1.0177,2.2047,63.91,61.02,
US,COHR,COHR,청산,,279.2,291.27,307.49,0.9473,23.201,278.05,281.32,
US,CL,CL,관심,,90.75,91.66,92.55,0.9904,1.689,90.5,90.48,
US,CMCSA,CMCSA,관심,,27.06,27.12,27.35,0.9916,0.619,26.53,26.37,
US,FIX,FIX,청산,,1518.73,1611.01,1711.3,0.9414,92.854,1515.3,1553.52,
US,ED,ED,관심,,107.49,107.72,108.41,0.9936,1.6735,106.76,106.12,
US,STZ,STZ,청산,,130.69,132.92,138.9,0.9569,3.465,130.53,131.36,
US,CEG,CEG,관심,,276.75,284.19,285.26,0.9962,8.2612,275.99,272.65,
US,COO,COO,청산,,71.17,71.5,76.6,0.9334,1.455,70.66,70.7,
US,CPAY,CPAY,청산,,407.88,409.26,420.46,0.9734,8.715,401.52,402.76,
US,CTVA,CTVA,관심,,83.9,84.13,84.6,0.9944,2.258,82.06,81.33,
US,CRWD,CRWD,관심,,218.4,228.69,229.08,0.9983,13.4685,210.53,181.24,
US,CCI,CCI,관심,,76.14,76.58,77.0,0.9945,1.604,75.0,74.78,
US,CSX,CSX,청산,,51.28,51.95,52.15,0.9962,0.917,50.98,51.12,
US,CMI,CMI,청산,,564.85,580.24,602.03,0.9638,16.6744,561.47,566.49,
US,CVS,CVS,관심,,93.06,93.93,94.86,0.9902,1.801,93.01,92.71,
US,DVA,DVA,관심,,180.68,182.53,182.26,1.0015,4.171,178.8,173.37,
US,DE,DE,청산,,630.33,632.02,660.7,0.9566,23.045,617.21,617.81,
US,DELL,DELL,관심,,456.24,474.74,472.5,1.0047,23.761,452.9,441.7,
US,DAL,DAL,청산,,80.07,82.31,84.99,0.9685,2.304,79.89,80.95,
US,DLR,DLR,청산,,185.47,192.99,196.84,0.9804,5.32,184.3,189.32,
US,D,D,청산,,65.55,66.95,67.77,0.9879,1.019,65.22,65.85,
US,DPZ,DPZ,관심,,350.0,353.0,353.93,0.9974,11.73,336.5,331.05,
US,DASH,DASH,관심,,236.74,238.828,238.52,1.0013,7.6856,232.71,227.0,
US,DOV,DOV,청산,,198.68,202.68,206.59,0.9811,4.001,197.41,200.72,
US,DTE,DTE,청산,,135.86,137.23,138.48,0.991,2.09,135.3,135.34,
US,DUK,DUK,청산,,120.25,121.59,123.04,0.9882,1.834,119.72,120.1,
US,DD,DD,관심,,136.98,141.0,141.0,1.0,3.06,135.83,135.07,
US,ETN,ETN,청산,,402.78,419.03,427.96,0.9791,14.065,402.31,407.47,
US,EBAY,EBAY,관심,,105.62,106.02,107.0445,0.9904,2.8715,102.71,100.6939,
US,ECHO,ECHO,관심,,86.84,87.65,88.0,0.996,2.697,84.81,84.26,
US,EIX,EIX,청산,,70.17,75.3,75.19,1.0015,2.893,68.94,72.65,
US,EW,EW,청산,,90.21,90.41,92.12,0.9814,1.651,89.55,89.68,
US,ELV,ELV,청산,,394.43,403.16,410.29,0.9826,8.889,394.4,395.22,
US,EMR,EMR,청산,,155.18,158.64,159.82,0.9926,3.352,154.42,154.6,
US,ETR,ETR,청산,,105.75,107.88,108.3,0.9961,2.079,105.31,105.54,
US,EFX,EFX,관심,,194.35,197.9,196.45,1.0074,6.142,191.13,189.42,
US,ESS,ESS,청산,,284.03,284.94,294.72,0.9668,4.994,279.92,280.7,
US,EL,EL,청산,,103.39,107.43,108.38,0.9912,4.6,102.59,102.95,
US,EG,EG,관심,,377.61,381.99,380.85,1.003,7.426,376.42,370.0,
US,EVRG,EVRG,청산,,80.65,82.02,83.51,0.9822,1.311,80.48,81.0,
US,EXE,EXE,관심,,98.16,99.43,98.325,1.0112,2.3827,97.615,94.57,
US,EXPD,EXPD,관심,,190.97,192.28,191.79,1.0026,3.513,189.37,186.75,
US,XOM,XOM,청산,,156.71,157.42,168.0,0.937,3.254,155.32,156.14,
US,FDS,FDS,관심,,308.98,309.79,309.39,1.0013,10.888,302.98,290.31,
US,FICO,FICO,관심,,1153.5699,1177.0,1188.8,0.9901,42.164,1150.0,1104.3101,
US,FAST,FAST,청산,,49.78,51.52,52.15,0.9879,0.972,49.73,50.22,
US,FRT,FRT,청산,,116.75,117.89,118.33,0.9963,1.377,116.55,116.59,
US,FDX,FDX,청산,,330.88,334.08,340.83,0.9802,7.821,328.83,328.87,
US,FERG,FERG,청산,,228.49,234.68,243.68,0.9631,6.0336,227.92,231.23,
US,FITB,FITB,청산,,54.54,55.46,55.74,0.995,1.094,54.17,54.27,
US,FSLR,FSLR,청산,,204.46,211.15,221.4,0.9537,7.594,202.1,204.21,
US,FE,FE,청산,,45.88,46.64,47.35,0.985,0.797,45.72,46.03,
US,FISV,FISV,관심,,53.18,53.78,53.48,1.0056,1.377,52.3,51.66,
US,FTNT,FTNT,관심,,166.0,173.0,173.89,0.9949,6.789,162.68,149.5,
US,FTV,FTV,청산,,59.69,60.635,60.8,0.9973,1.141,59.19,59.42,
US,BEN,BEN,관심,,34.65,35.2,35.39,0.9946,0.659,34.63,34.54,
US,FCX,FCX,청산,,76.45,78.73,80.24,0.9812,3.09,75.9,76.8,
US,GRMN,GRMN,청산,,285.19,291.5,298.42,0.9768,6.998,284.8,285.65,
US,GEHC,GEHC,청산,,71.725,73.0,75.24,0.9702,1.473,71.57,72.08,
US,GEV,GEV,청산,,911.93,948.59,979.0,0.9689,43.7911,911.33,922.0,
US,GNRC,GNRC,청산,,183.8,199.0,212.14,0.9381,9.447,183.6,190.56,
US,GM,GM,관심,,86.27,88.27,88.36,0.999,2.087,85.64,84.92,
US,GILD,GILD,청산,,145.68,149.47,149.62,0.999,3.816,144.88,145.58,
US,GPN,GPN,청산,,91.82,93.67,95.88,0.977,2.257,91.55,91.69,
US,GL,GL,관심,,172.79,177.0,176.05,1.0054,3.74,172.7,171.31,
US,GS,GS,청산,,1033.99,1048.84,1063.52,0.9862,24.351,1031.58,1035.0,
US,HCA,HCA,청산,,417.82,426.37,436.5,0.9768,11.051,416.52,417.92,
US,DOC,DOC,청산,,20.96,21.37,21.8,0.9803,0.3798,20.94,21.21,
US,HSIC,HSIC,관심,,89.52,91.09,91.39,0.9967,1.548,89.47,88.74,
US,HSY,HSY,청산,,179.05,184.1,190.25,0.9677,4.087,179.0,180.07,
US,HPE,HPE,청산,,52.31,53.963,55.785,0.9673,2.4405,52.01,53.0,
US,HLT,HLT,청산,,321.85,327.79,334.42,0.9802,6.4578,321.72,325.37,
US,HD,HD,청산,,330.19,331.61,342.22,0.969,8.046,327.5,327.88,
US,HON,HON,관심,,217.43,221.45,221.27,1.0008,4.44,215.09,214.44,
US,HRL,HRL,청산,,21.57,21.58,24.22,0.891,0.671,21.14,21.27,
US,HST,HST,청산,,22.28,22.52,23.4,0.9624,0.388,22.24,22.25,
US,HWM,HWM,청산,,264.85,268.39,276.82,0.9695,8.037,261.62,262.65,
US,HPQ,HPQ,관심,,30.52,31.25,30.83,1.0136,1.398,29.61,26.73,
US,HUBB,HUBB,청산,,459.66,474.1551,479.99,0.9878,12.6283,458.6238,462.7225,
US,IBM,IBM,관심,,235.59,239.08,240.81,0.9928,6.104,235.09,228.96,
US,IEX,IEX,관심,,230.28,235.41,235.98,0.9976,5.251,228.65,228.58,
US,ITW,ITW,청산,,280.1,284.43,286.27,0.9936,4.762,278.5,279.25,
US,INCY,INCY,청산,,124.37,127.74,130.8,0.9766,3.353,123.08,126.06,
US,IR,IR,청산,,78.58,79.745,81.61,0.9771,1.896,77.98,78.51,
US,INTC,INTC,관심,,89.47,93.7,92.95,1.0081,4.516,89.05,85.63,
US,ICE,ICE,관심,,162.33,162.96,163.39,0.9974,3.047,161.36,159.84,
US,IFF,IFF,관심,,87.95,88.64,88.56,1.0009,2.091,87.08,85.14,
US,IP,IP,청산,,39.31,40.32,42.21,0.9552,1.153,39.14,39.82,
US,IVZ,IVZ,관심,,32.86,33.66,33.65,1.0003,0.829,32.64,32.37,
US,INVH,INVH,청산,,29.24,29.495,30.595,0.964,0.4525,29.18,29.205,
US,IQV,IQV,관심,,261.75,262.82,265.25,0.9908,7.505,258.08,253.16,
US,IRM,IRM,청산,,117.4,123.03,125.4,0.9811,4.248,116.19,120.6,
US,JBL,JBL,청산,,301.45,315.0,321.48,0.9798,13.842,301.28,304.0,
US,JKHY,JKHY,청산,,169.73,170.12,174.99,0.9722,5.818,167.28,167.97,
US,J,J,관심,,151.98,153.01,153.3,0.9981,2.9768,150.32,149.78,
US,JCI,JCI,청산,,139.59,142.66,146.08,0.9766,3.75,138.82,141.24,
US,JPM,JPM,관심,,357.62,358.73,358.35,1.0011,5.418,354.22,352.23,
US,KVUE,KVUE,관심,,19.17,19.39,19.56,0.9913,0.3295,19.13,18.985,
US,KDP,KDP,관심,,32.18,32.55,32.78,0.993,0.772,31.96,31.72,
US,KEY,KEY,관심,,21.91,22.24,22.2,1.0018,0.412,21.87,21.72,
US,KEYS,KEYS,관심,,319.97,325.855,327.495,0.995,13.8718,318.05,313.865,
US,KMB,KMB,관심,,109.55,111.39,112.38,0.9912,2.103,109.52,108.61,
US,KKR,KKR,관심,,108.68,111.64,111.12,1.0047,3.407,108.62,105.92,
US,KLAC,KLAC,청산,,175.54,182.6,189.77,0.9622,7.719,174.7,179.7,
US,KHC,KHC,관심,,25.7,25.75,26.01,0.99,0.661,25.11,24.25,
US,LH,LH,관심,,335.11,337.69,341.0687,0.9901,7.4178,334.42,330.711,
US,LRCX,LRCX,청산,,301.9,318.29,321.41,0.9903,15.082,301.05,307.86,
US,LEN,LEN,청산,,86.33,87.26,89.15,0.9788,2.548,84.67,84.8,
US,LLY,LLY,청산,,1174.61,1180.0,1271.22,0.9282,38.295,1162.9301,1171.71,
US,LIN,LIN,관심,,489.51,489.6,494.5,0.9901,7.859,486.7,481.0,
US,LYV,LYV,청산,,181.65,181.71,188.96,0.9616,4.302,177.75,178.9,
US,LMT,LMT,관심,,563.85,568.43,572.95,0.9921,13.319,560.72,555.27,
US,LOW,LOW,청산,,208.05,208.7,219.82,0.9494,5.721,205.7,205.78,
US,MPC,MPC,진입,,368.83,369.12,367.5,1.0044,9.486,363.15,347.67,
US,MAR,MAR,청산,,351.08,358.16,363.39,0.9856,5.9842,350.81,353.77,
US,MRSH,MRSH,관심,,192.64,194.62,195.67,0.9946,3.924,190.47,188.76,
US,MRVL,MRVL,청산,,216.62,228.88,254.6,0.899,18.985,215.55,235.93,
US,MAS,MAS,관심,,73.25,74.02,74.54,0.993,1.7556,72.42,72.29,
US,MA,MA,관심,,595.3,598.02,601.23,0.9947,10.159,592.08,588.11,
US,MDT,MDT,청산,,91.23,91.56,94.05,0.9735,1.973,89.94,89.96,
US,MRK,MRK,청산,,148.35,149.01,156.92,0.9496,5.533,145.75,149.02,
US,META,META,관심,,578.02,589.19,593.34,0.993,18.669,571.0,561.4,
US,MET,MET,관심,,96.51,97.44,96.79,1.0067,1.763,96.41,94.57,
US,MGM,MGM,청산,,42.28,43.44,44.31,0.9804,0.731,42.25,42.8,
US,MCHP,MCHP,청산,,72.93,75.58,76.5395,0.9875,2.4545,72.67,72.91,
US,MAA,MAA,청산,,129.61,130.02,134.04,0.97,2.14,128.64,128.69,
US,MRNA,MRNA,청산,,137.99,138.8,161.37,0.8601,26.3736,133.33,138.54,
US,MDLZ,MDLZ,청산,,62.36,62.77,65.55,0.9576,1.212,61.67,62.12,
US,MPWR,MPWR,청산,,1256.26,1306.03,1337.7,0.9763,52.267,1254.01,1284.5601,
US,MNST,MNST,청산,,46.86,47.15,49.24,0.9576,1.167,46.38,46.44,
US,MCO,MCO,관심,,514.95,517.14,520.67,0.9932,11.434,505.86,501.01,
US,MS,MS,관심,,214.77,216.65,217.34,0.9968,4.396,214.19,211.85,
US,MSI,MSI,관심,,486.0,488.96,490.19,0.9975,10.219,483.29,480.41,
US,MSCI,MSCI,관심,,570.76,576.55,574.98,1.0027,11.775,569.86,560.01,
US,NDAQ,NDAQ,관심,,99.31,100.01,100.97,0.9905,1.729,99.04,97.59,
US,NFLX,NFLX,관심,,81.72,82.35,82.46,0.9987,2.281,79.95,79.28,
US,NEM,NEM,청산,,127.98,132.89,135.29,0.9823,5.089,127.11,129.7,
US,NWSA,NWSA,관심,,30.97,31.5,31.66,0.9949,0.693,30.9,30.22,
US,NWS,NWS,관심,,34.85,35.46,35.76,0.9916,0.82,34.7,34.19,
US,NEE,NEE,청산,,81.84,82.98,84.6336,0.9805,1.2508,81.33,82.1621,
US,NI,NI,청산,,40.57,41.3,42.38,0.9745,0.781,40.49,40.61,
US,NDSN,NDSN,청산,,324.59,334.03,339.12,0.985,8.845,324.26,330.35,
US,NSC,NSC,청산,,348.68,349.55,355.99,0.9819,6.365,346.24,347.03,
US,NTRS,NTRS,관심,,186.79,187.94,188.75,0.9957,3.448,185.67,185.15,
US,NRG,NRG,청산,,111.12,115.09,117.39,0.9804,4.85,110.65,112.9,
US,NUE,NUE,관심,,250.5,256.18,257.13,0.9963,10.872,248.13,243.1,
US,NVDA,NVDA,관심,,217.55,229.26,230.47,0.9947,7.615,216.81,209.23,
US,NVR,NVR,관심,,6396.27,6458.1499,6469.9902,0.9982,145.857,6335.0,6269.1602,
US,NXPI,NXPI,청산,,223.58,225.84,228.08,0.9902,5.606,220.55,221.26,
US,ORLY,ORLY,청산,,88.5,88.9,91.49,0.9717,1.988,87.64,87.74,
US,OMC,OMC,관심,,88.28,89.22,89.57,0.9961,1.916,88.01,86.48,
US,OKE,OKE,관심,,94.76,95.88,95.41,1.0049,2.277,94.55,91.13,
US,ORCL,ORCL,관심,,150.85,153.99,153.83,1.001,5.572,149.71,142.51,
US,OTIS,OTIS,관심,,71.74,72.1,72.67,0.9922,1.3427,71.33,71.018,
US,PCAR,PCAR,청산,,125.34,127.77,132.43,0.9648,2.757,124.51,126.24,
US,PKG,PKG,청산,,240.39,246.18,255.6,0.9631,5.416,239.88,240.17,
US,PLTR,PLTR,관심,,186.29,188.37,186.86,1.0081,6.8953,184.38,168.9,
US,PSKY,PSKY,관심,,10.88,10.98,10.98,1.0,0.364,10.68,10.26,
US,PH,PH,청산,,995.02,1015.99,1047.61,0.9698,23.427,990.35,1006.51,
US,PAYX,PAYX,관심,,127.04,127.92,127.23,1.0054,2.792,126.2,123.38,
US,PYPL,PYPL,청산,,53.66,54.76,62.68,0.8736,2.0375,52.62,61.07,
US,PNR,PNR,청산,,61.67,62.57,65.68,0.9526,1.863,60.71,61.46,
US,PFE,PFE,청산,,27.96,28.02,28.58,0.9804,0.578,27.77,27.83,
US,PCG,PCG,청산,,16.6,18.35,18.4,0.9973,0.738,15.84,17.51,
US,PSX,PSX,관심,,244.01,244.66,246.0,0.9946,6.4619,239.87,233.55,
US,PNW,PNW,관심,,97.64,98.88,99.56,0.9932,1.577,97.08,96.6,
US,PNC,PNC,관심,,242.22,246.64,247.08,0.9982,4.871,241.92,240.0,
US,PPG,PPG,관심,,114.22,116.23,115.98,1.0022,2.245,112.82,112.39,
US,PPL,PPL,청산,,34.2,34.65,35.32,0.981,0.642,34.03,34.39,
US,PFG,PFG,관심,,111.41,113.27,112.56,1.0063,2.019,111.38,110.0,
US,PLD,PLD,청산,,140.7,142.44,143.82,0.9904,1.731,140.41,141.02,
US,PRU,PRU,관심,,119.79,121.6,121.64,0.9997,2.1098,119.74,117.95,
US,PEG,PEG,청산,,73.19,73.99,74.97,0.9869,1.148,72.77,72.9,
US,PTC,PTC,관심,,157.15,159.46,159.0,1.0029,4.425,155.98,148.59,
US,PSA,PSA,청산,,313.51,314.52,326.1,0.9645,5.191,310.52,311.02,
US,QCOM,QCOM,관심,,164.19,165.49,166.95,0.9913,4.689,161.9,159.08,
US,DGX,DGX,관심,,242.76,245.28,247.19,0.9923,4.539,242.27,241.79,
US,Q,Q,청산,,120.26,125.995,134.17,0.9391,6.2181,119.501,125.14,
US,RL,RL,청산,,354.04,357.25,380.0,0.9401,9.252,350.01,350.8,
US,RDDT,RDDT,청산,,153.0,158.86,165.91,0.9575,8.2113,152.057,152.77,
US,RTX,RTX,관심,,211.71,213.5,213.52,0.9999,4.13,210.7,207.44,
US,REG,REG,청산,,75.52,75.82,77.18,0.9824,0.891,75.01,75.38,
US,REGN,REGN,청산,,794.19,809.4,847.0,0.9556,18.362,789.08,804.27,
US,RF,RF,관심,,30.33,30.76,31.04,0.991,0.566,30.24,29.98,
US,RSG,RSG,관심,,222.11,222.49,224.17,0.9925,3.604,219.58,218.86,
US,RVTY,RVTY,관심,,128.8,130.07,129.8,1.0021,3.942,127.26,122.01,
US,ROK,ROK,청산,,430.86,436.29,438.25,0.9955,8.692,427.46,428.22,
US,ROST,ROST,청산,,228.55,232.67,243.86,0.9541,7.619,228.15,229.48,
US,RCL,RCL,청산,,279.41,287.52,298.86,0.9621,7.745,279.41,283.48,
US,SPGI,SPGI,관심,,442.89,444.56,444.82,0.9994,9.9838,436.0,422.9404,
US,SNDK,SNDK,청산,,1484.98,1517.75,1614.0601,0.9403,117.5226,1435.61,1450.05,
US,SRE,SRE,청산,,84.31,87.19,87.83,0.9927,2.222,83.58,83.69,
US,SHW,SHW,청산,,344.86,348.78,355.51,0.9811,7.7273,343.0,343.04,
US,SW,SW,청산,,48.29,49.43,50.52,0.9784,1.3935,47.765,48.2,
US,SNA,SNA,청산,,391.86,399.12,400.63,0.9962,5.8272,390.41,392.51,
US,SO,SO,청산,,88.25,89.57,91.65,0.9773,1.431,87.88,88.27,
US,LUV,LUV,청산,,39.64,40.56,41.84,0.9694,1.106,39.63,39.69,
US,SWK,SWK,청산,,97.8,100.85,101.27,0.9959,2.553,96.3,97.45,
US,SBUX,SBUX,관심,,107.85,108.7,108.74,0.9996,2.652,107.26,105.36,
US,STT,STT,관심,,193.33,194.25,195.93,0.9914,4.12,192.14,189.36,
US,STE,STE,청산,,233.78,234.07,240.34,0.9739,4.234,230.57,232.81,
US,SYK,SYK,관심,,330.69,332.72,334.87,0.9936,9.425,322.12,321.6,
US,SYF,SYF,청산,,78.05,80.89,81.42,0.9935,2.2235,78.03,79.12,
US,SNPS,SNPS,관심,,442.61,462.45,464.98,0.9946,16.803,440.6,395.25,
US,SYY,SYY,청산,,81.94,82.7,85.25,0.9701,1.285,81.48,82.3,
US,TROW,TROW,청산,,111.24,113.34,114.09,0.9934,1.978,110.73,111.49,
US,TEL,TEL,관심,,202.66,204.49,205.98,0.9928,5.4958,200.02,199.28,
US,TDY,TDY,청산,,621.96,627.27,639.84,0.9804,13.892,617.17,624.31,
US,TER,TER,청산,,354.97,370.58,385.57,0.9611,22.648,353.25,357.03,
US,TXN,TXN,청산,,258.64,267.43,269.79,0.9913,8.287,255.97,256.97,
US,TPL,TPL,청산,,364.38,376.0,386.36,0.9732,15.27,361.6,363.71,
US,TMO,TMO,청산,,622.18,630.0,647.0,0.9737,17.257,617.45,618.03,
US,TJX,TJX,청산,,135.12,135.56,142.49,0.9514,3.441,133.55,134.17,
US,TKO,TKO,청산,,184.64,185.76,196.19,0.9468,5.592,182.91,183.7,
US,TTD,TTD,관심,,13.57,13.81,13.655,1.0114,0.4755,13.34,12.97,
US,TT,TT,청산,,448.96,456.99,465.56,0.9816,9.945,446.26,452.17,
US,TDG,TDG,청산,,1185.97,1195.51,1225.97,0.9752,25.025,1179.0,1182.62,
US,TRV,TRV,관심,,369.9,372.47,373.55,0.9971,6.552,368.1,366.14,
US,TRMB,TRMB,관심,,61.01,62.0,61.69,1.005,1.676,60.89,58.5,
US,TFC,TFC,관심,,50.43,51.0,51.39,0.9924,0.911,50.13,49.86,
US,TSN,TSN,청산,,55.4,55.7,59.15,0.9417,1.203,55.0,55.11,
US,USB,USB,관심,,62.47,62.98,63.18,0.9968,1.116,62.25,61.81,
US,UDR,UDR,청산,,37.12,37.3,38.59,0.9666,0.5635,37.02,37.08,
US,ULTA,ULTA,청산,,517.5,542.54,546.51,0.9927,21.063,503.05,526.07,
US,UAL,UAL,청산,,110.6,113.98,119.73,0.952,3.746,110.21,112.27,
US,UPS,UPS,관심,,105.33,106.39,107.11,0.9933,1.895,104.89,103.06,
US,URI,URI,청산,,1030.25,1047.99,1107.47,0.9463,30.966,1014.32,1036.04,
US,UNH,UNH,청산,,392.95,396.74,406.25,0.9766,7.818,392.66,393.77,
US,UHS,UHS,청산,,171.66,174.3,179.94,0.9687,4.662,169.58,172.53,
US,VLO,VLO,관심,,352.36,352.86,353.0,0.9996,9.359,345.12,335.0,
US,VTR,VTR,관심,,91.81,93.83,94.5,0.9929,1.722,91.73,91.59,
US,VRSN,VRSN,관심,,291.93,300.36,298.09,1.0076,7.7771,290.95,287.86,
US,VZ,VZ,관심,,50.1,50.33,50.78,0.9911,0.782,49.54,49.12,
US,VRTX,VRTX,청산,,541.69,549.57,555.69,0.989,13.55,540.08,540.08,
US,VTRS,VTRS,청산,,16.34,17.01,17.1,0.9947,0.3841,16.3,16.44,
US,V,V,관심,,381.6,383.68,385.57,0.9951,6.346,379.03,378.5,
US,VST,VST,청산,,137.09,141.1,144.03,0.9797,4.6786,136.61,137.39,
US,VMRK,VMRK,청산,,65.54,66.1,68.62,0.9633,1.553,65.08,65.48,
US,GWW,GWW,청산,,1306.3,1335.3101,1337.96,0.998,25.706,1294.05,1297.55,
US,WAB,WAB,청산,,292.23,299.38,302.9,0.9884,6.2664,290.59,294.44,
US,WBD,WBD,관심,,28.77,28.97,28.99,0.9993,0.344,28.71,28.65,
US,WAT,WAT,관심,,414.69,422.5,426.22,0.9913,12.341,412.38,406.87,
US,WEC,WEC,청산,,106.22,106.94,108.69,0.9839,1.632,105.85,106.08,
US,WELL,WELL,관심,,238.07,241.39,243.04,0.9932,3.856,237.47,237.22,
US,WST,WST,청산,,337.47,345.87,359.18,0.9629,7.584,336.13,346.08,
US,WY,WY,청산,,23.64,24.06,24.88,0.967,0.581,23.49,23.7,
US,WMB,WMB,관심,,73.73,74.81,75.53,0.9905,2.434,73.46,70.81,
US,XEL,XEL,청산,,76.45,77.5,79.48,0.9751,1.383,75.97,76.67,
US,XYL,XYL,청산,,111.31,113.71,115.2414,0.9867,2.7975,110.46,110.84,
US,ZBRA,ZBRA,청산,,356.45,369.0,371.28,0.9939,11.235,353.58,359.26,
